array_index,row_id,cluster,Class_external_only,distance_to_cluster_centroid,robust_cluster_anomaly_score,anomaly_rank
71928,71928,1,0,7.3818211843944095,2.694759285676925,129
108847,108847,1,0,7.378738364626132,2.6920634437462287,130
157923,157923,1,0,7.378170249610381,2.691566642636842,131
7308,7308,1,0,7.332801245227145,2.651892683870633,132
131096,131096,1,0,7.326965603033711,2.646789573698743,133
204262,204262,1,0,7.31379334002058,2.635270788423531,134
63898,63898,1,0,7.310906003961488,2.632745891672768,135
990,990,1,0,7.3088050478946425,2.6309086628091687,136
14861,14861,1,0,7.305218305280367,2.6277721540733423,137
37272,37272,1,0,7.274084373042821,2.600546378224517,138
97382,97382,1,0,7.27363274645247,2.600151443070729,139
100149,100149,1,0,7.263589498772752,2.5913688964898483,140
42264,42264,1,0,7.2592360913658736,2.587561960272028,141
43396,43396,1,0,7.257159017223532,2.5857456155010135,142
164666,164666,1,0,7.256353340866505,2.5850410734683607,143
148573,148573,1,0,7.250460250202146,2.579887726173182,144
223650,223650,1,0,7.244940272561843,2.575060656056283,145
5919,5919,1,0,7.235745183196096,2.567019800822461,146
165572,165572,1,0,7.212217127178893,2.5464451565919943,147
116206,116206,1,0,7.210965782044007,2.5453508893503245,148
219481,219481,1,0,7.210856453000898,2.545255284079562,149
45614,45614,1,0,7.207070860080558,2.5419448861665166,150
202150,202150,1,0,7.142209304374298,2.485225222123081,151
6558,6558,1,0,7.133079049950725,2.4772410632804935,152
119805,119805,1,0,7.128197153897219,2.4729719781339106,153
167436,167436,1,0,7.126364658294146,2.4713695106347027,154
161738,161738,1,0,7.11343002803393,2.4600585287302907,155
113740,113740,1,0,7.092270747822109,2.4415553144310453,156
12967,12967,1,0,7.079172659948883,2.4301013932956153,157
131516,131516,1,0,7.077235645548614,2.428407526954695,158
6681,6681,1,0,7.076380776325259,2.4276599671001433,159
599,599,1,0,7.071983602227843,2.423814758103378,160
963,963,1,0,7.066267419940943,2.418816112366413,161
55494,55494,1,0,7.055526284580934,2.4094232820151986,162
193442,193442,1,0,7.054279236560007,2.4083327724826593,163
149500,149500,1,0,7.053936543656439,2.408033096871293,164
37846,37846,1,0,7.051022444371679,2.4054847964085444,165
16045,16045,1,0,7.047048053499597,2.402009299828372,166
160602,160602,1,0,7.036925628690277,2.393157515003942,167
171502,171502,1,0,7.034214609194278,2.390786802285847,168
45510,45510,1,0,7.014043445533079,2.3731476690000273,169
52643,52643,1,0,7.010236305174402,2.369818428438973,170
50197,50197,1,0,6.993463837565611,2.3551513622918345,171
57512,57512,1,0,6.992434571898095,2.354251297496329,172
125629,125629,1,0,6.961116489260527,2.3268644871377857,173
68785,68785,1,0,6.946729592331967,2.3142835375825364,174
181404,181404,1,0,6.9447748963113645,2.312574209146171,175
93487,93487,1,0,6.925893341980889,2.2960628040992046,176
13490,13490,1,0,6.907958065415312,2.2803788931869744,177
173750,173750,1,0,6.907043483980336,2.2795791166295456,178
150355,150355,1,0,6.866569031966103,2.2441853106131435,179
155056,155056,1,0,6.843399443326737,2.223924136342194,180
21520,21520,1,0,6.830784865317138,2.212893031414733,181
7610,7610,1,0,6.823499589430535,2.2065222560570885,182
26307,26307,1,0,6.801731274339957,2.187486457342658,183
140733,140733,1,0,6.768642315147661,2.158551063664568,184
148949,148949,1,0,6.767949812803462,2.1579454892239833,185
11065,11065,1,0,6.75840076893686,2.149595110418663,186
16307,16307,1,0,6.746645254938347,2.1393152335733836,187
49907,49907,1,0,6.734897946140759,2.129042531952855,188
4963,4963,1,0,6.734075480049005,2.128323307754431,189
55003,55003,1,0,6.717493746886299,2.1138230336859842,190
42992,42992,1,0,6.710113962038098,2.1073696128152544,191
153730,153730,1,0,6.708392941697507,2.105864627397201,192
134900,134900,1,0,6.683679859630845,2.0842537101591545,193
150426,150426,1,0,6.668637730877327,2.0710997782173814,194
213649,213649,1,0,6.666920647780852,2.069598235812081,195
29090,29090,1,0,6.666596326242103,2.0693146254589276,196
55205,55205,1,0,6.65256575729202,2.057045275016719,197
216180,216180,1,0,6.646971023955959,2.0521528330797554,198
180476,180476,1,0,6.63191449670513,2.038986310044209,199
110682,110682,1,0,6.624208460371531,2.0322475911345417,200
33090,33090,1,0,6.622585116668735,2.0308280212761405,201
146348,146348,1,0,6.607226681479486,2.017397487970523,202
189742,189742,1,0,6.604315212097697,2.0148514872863017,203
117603,117603,1,0,6.586133072842893,1.9989517016753324,204
37261,37261,1,0,6.58558516956103,1.99847257517679,205
147809,147809,1,0,6.576381139701611,1.9904239017247343,206
104322,104322,1,0,6.561113697639572,1.9770729394307802,207
141349,141349,1,0,6.55254007312714,1.9695755382863804,208
1015,1015,1,0,6.551751552675275,1.9688859986255722,209
217170,217170,1,0,6.546575641911671,1.9643598056221248,210
150959,150959,1,0,6.535605067103615,1.9547663367220833,211
92635,92635,1,0,6.525552413318381,1.9459755647580916,212
147494,147494,1,0,6.518731081437036,1.9400104957981232,213
189541,189541,1,0,6.518359646534121,1.9396856860910798,214
172039,172039,1,0,6.5113846773636235,1.9335862655058633,215
115292,115292,1,0,6.51114911530571,1.9333802729014504,216
221664,221664,1,0,6.5093427292026025,1.9318006374489025,217
106547,106547,1,0,6.5086572183701294,1.9312011768949175,218
57589,57589,1,0,6.498420894747637,1.9222497906602576,219
190879,190879,1,0,6.493788559509875,1.918198939650573,220
51571,51571,1,0,6.489710999218186,1.9146332242226414,221
40715,40715,1,0,6.489614022977455,1.914548421141146,222
153841,153841,1,0,6.47979397083941,1.9059610529830124,223
100443,100443,1,0,6.4648099891629185,1.8928579690765384,224
181633,181633,1,0,6.460525968297949,1.8891117094999632,225
94799,94799,1,0,6.4586759868393795,1.8874939510963282,226
36219,36219,1,0,6.445583591463168,1.8760450078945101,227
62951,62951,1,0,6.437241272937317,1.8687498775360516,228
100011,100011,1,0,6.435685772180926,1.867389634486665,229
148453,148453,1,0,6.425675608562789,1.8586360190166344,230
7294,7294,1,0,6.422549492051088,1.8559023152629457,231
12991,12991,1,0,6.415490368741449,1.8497293041748806,232
188706,188706,1,0,6.414846826581653,1.849166544082188,233
100065,100065,1,0,6.40680195399219,1.8421315220945405,234
207855,207855,1,0,6.403809570419407,1.839514764153889,235
85573,85573,1,0,6.38618185537009,1.8240998074115833,236
114908,114908,1,0,6.380523794925457,1.8191519876428068,237
156529,156529,1,0,6.379038873536576,1.8178534643281692,238
174897,174897,1,0,6.355045705318087,1.7968720921444155,239
156942,156942,1,0,6.351086688820184,1.7934100400357602,240
20423,20423,1,0,6.347820130144215,1.7905535234341823,241
4150,4150,1,0,6.343797880884645,1.7870361759975133,242
147273,147273,1,0,6.338311718614641,1.7822386765010223,243
192919,192919,1,0,6.330292917224887,1.7752264530675046,244
177195,177195,1,0,6.324769769433183,1.7703966107395404,245
205658,205658,1,0,6.324378937176301,1.770054838574715,246
215215,215215,1,0,6.318859656795833,1.7652283781925524,247
54305,54305,1,0,6.312447557911447,1.759621172343487,248
154183,154183,1,0,6.311010797092787,1.7583647641359157,249
100361,100361,1,0,6.309027772979842,1.7566306635542763,250
83687,83687,1,0,6.304752127450953,1.7528917279810114,251
210318,210318,1,0,6.29372566948637,1.7432493907824937,252
74569,74569,1,0,6.2760621351192745,1.727803111022284,253
190628,190628,1,0,6.27132127264682,1.7236573559014616,254
122429,122429,1,0,6.2672969811065204,1.7201382225459134,255
91051,91051,1,0,6.255267881105577,1.7096191021922746,256
8344,8344,1,0,6.248183428567177,1.7034239413834673,257
10219,10219,1,0,6.230967238975519,1.6883688524465132,258
84138,84138,1,0,6.227698607847938,1.6855105235424412,259
175100,175100,1,0,6.227199357366281,1.6850739425926815,260
120919,120919,1,0,6.222674399225877,1.681116989930358,261
200755,200755,1,0,6.220186284378041,1.6789412012565579,262
219223,219223,1,0,6.2196111764482875,1.678438285034319,263
149622,149622,1,0,6.2193509133119,1.6782106920094826,264
100821,100821,1,0,6.2180050943849015,1.677033810009483,265
150398,150398,1,0,6.213856650689012,1.6734061089749972,266
5934,5934,1,0,6.212616197422224,1.6723213663753527,267
175886,175886,1,0,6.206864950634996,1.6672920576877879,268
193381,193381,1,0,6.197907796877176,1.659459270663225,269
154677,154677,1,0,6.193218391021385,1.6553585129523196,270
225253,225253,1,0,6.190520033879288,1.6529988731178686,271
36502,36502,1,0,6.170930960640307,1.6358687620537886,272
84363,84363,1,0,6.169033203795177,1.634209225375708,273
10715,10715,1,0,6.168661869222154,1.6338845034044225,274
86357,86357,1,0,6.166826222636936,1.6322792804571413,275
148394,148394,1,0,6.1545189047769435,1.6215168661626724,276
150562,150562,1,0,6.154331714668233,1.621353173510489,277
207892,207892,1,0,6.1531023380998136,1.6202781171819078,278
58011,58011,1,0,6.145472845038013,1.6136063332788693,279
183652,183652,1,0,6.142486526930365,1.6109948794222937,280
92476,92476,1,0,6.134049991413664,1.6036173588712164,281
5334,5334,1,0,6.132176629846768,1.601979155199577,282
211571,211571,1,0,6.127386349004318,1.59779018506004,283
151361,151361,1,0,6.122856118434305,1.5938286218016107,284
124091,124091,1,0,6.121978346335432,1.5930610340061493,285
129648,129648,1,0,6.1204260287581205,1.5917035745601786,286
165279,165279,1,0,6.116147728245406,1.587962317275864,287
222506,222506,1,0,6.094470451975166,1.5690061295304925,288
142569,142569,1,0,6.0939703633221995,1.5685688156227493,289
198298,198298,1,0,6.08859990822541,1.5638724988980972,290
67615,67615,1,0,6.0873065053288045,1.562741453289193,291
153833,153833,1,0,6.086713156821786,1.562222586178895,292
116464,116464,1,0,6.084048506746024,1.5598924222559847,293
209113,209113,1,0,6.081600499147676,1.557751706279592,294
5465,5465,1,0,6.053962759115936,1.5335832553004118,295
184912,184912,1,0,6.053575316745005,1.5332444474985314,296
7829,7829,1,0,6.047627701729301,1.5280434201430024,297
154966,154966,1,0,6.044719896468784,1.5255006236330457,298
177811,177811,1,0,6.032389313211371,1.5147178643821357,299
81713,81713,1,0,6.031947456691281,1.5143314728887154,300
150719,150719,1,0,6.027201158494709,1.510180964375187,301
74951,74951,1,0,6.025605679230477,1.5087857612094577,302
12426,12426,1,0,6.019508506989908,1.5034539501337845,303
160651,160651,1,0,6.00931476156418,1.4945397973726324,304
153949,153949,1,0,6.005148025652172,1.4908961002933159,305
223796,223796,1,0,5.998412614059537,1.4850061662858947,306
32389,32389,1,0,5.992669200673464,1.4799837076943076,307
89741,89741,1,0,5.992631465443731,1.4799507092635769,308
63344,63344,1,0,5.990843934220337,1.47838756188985,309
199181,199181,1,0,5.98960354087744,1.477302871692017,310
131983,131983,1,0,5.989177674962298,1.4769304635471399,311
30182,30182,1,0,5.9845804502542705,1.4729103157395174,312
169000,169000,1,0,5.979395585625976,1.4683762928252448,313
148919,148919,1,0,5.978957442877852,1.4679931489242688,314
226486,226486,1,0,5.977887421932962,1.4670574447486175,315
33702,33702,1,0,5.975236378132351,1.4647391791427773,316
86692,86692,1,0,5.9717041675367755,1.4616503571721942,317
147030,147030,1,0,5.962068659829777,1.453224368093179,318
16749,16749,1,0,5.955976715828847,1.4478971289706852,319
115936,115936,1,0,5.954571707453363,1.4466684874099347,320
167842,167842,1,0,5.951934040043659,1.4443619190936539,321
170173,170173,1,0,5.948453923857227,1.441318652265142,322
99132,99132,1,0,5.943759170668056,1.4372132184568231,323
169645,169645,1,0,5.943318872331544,1.4368281895525072,324
111751,111751,1,0,5.938571371418927,1.4326766292965518,325
61585,61585,1,0,5.936085417749576,1.4305027305144793,326
195269,195269,1,0,5.932323259779111,1.427212825826879,327
53602,53602,1,0,5.931493670004279,1.4264873721616071,328
96717,96717,1,0,5.9290765852379925,1.424373697359708,329
4635,4635,1,0,5.9285775073044595,1.4239372672985842,330
53036,53036,1,0,5.920434196995504,1.4168161642060655,331
215815,215815,1,0,5.914914810205564,1.4119896107717187,332
163731,163731,1,0,5.905433898100206,1.4036988113361237,333
205214,205214,1,0,5.901811315972609,1.4005309619219413,334
97198,97198,1,0,5.901040147274906,1.399856595897595,335
153895,153895,1,0,5.899151403045065,1.3982049405061374,336
12739,12739,1,0,5.897851898697112,1.3970685593441947,337
179260,179260,1,0,5.893757772245598,1.393488357260655,338
166992,166992,1,0,5.891590015167131,1.3915927127316332,339
9979,9979,1,0,5.8885244321356405,1.3889119438578357,340
159644,159644,1,0,5.885636492213217,1.3863865190450342,341
192136,192136,1,0,5.882700372646364,1.3838189624452908,342
20836,20836,1,0,5.87083122449904,1.3734397156315572,343
217803,217803,1,0,5.870389022422999,1.3730530219588686,344
186333,186333,1,0,5.857083337275941,1.3614175626611196,345
175397,175397,1,0,5.8489124417265,1.354272337027046,346
129553,129553,1,0,5.848019716359441,1.3534916730057887,347
42097,42097,1,0,5.84010526278897,1.3465706988984534,348
161200,161200,1,0,5.839691909933423,1.3462092330834154,349
68949,68949,1,0,5.838857377511953,1.3454794572082656,350
41431,41431,1,0,5.836075999656367,1.3430472180208313,351
152318,152318,1,0,5.8343561549195995,1.3415432606363047,352
60796,60796,1,0,5.833875295800919,1.3411227624326028,353
224775,224775,1,0,5.831005585790746,1.3386132791815963,354
85864,85864,1,0,5.828350804995533,1.3362917456757493,355
172850,172850,1,0,5.816384838951635,1.3258278342481737,356
196539,196539,1,0,5.815582958731034,1.325126611833443,357
44166,44166,1,0,5.815456835326165,1.3250163203506948,358
9312,9312,1,0,5.814826135779882,1.3244647907737672,359
104542,104542,1,0,5.79850911651246,1.3101960017976022,360
214516,214516,1,0,5.797487435579405,1.3093025696458214,361
165351,165351,1,0,5.7908064402846,1.3034602212088946,362
177916,177916,1,0,5.787469735476321,1.300542363724952,363
66823,66823,1,0,5.784667878762538,1.2980922163337403,364
167460,167460,1,0,5.784307435228074,1.297777018279071,365
197851,197851,1,0,5.782640737880379,1.2963195368388867,366
27193,27193,1,0,5.771911977790272,1.2869375283241766,367
46397,46397,1,0,5.771819142955577,1.286856346789474,368
26944,26944,1,0,5.771562548110305,1.2866319615853168,369
187605,187605,1,0,5.768757033074255,1.2841786150909127,370
101734,101734,1,0,5.766584384179778,1.2822786928020118,371
36685,36685,1,0,5.762500297669025,1.278707270373242,372
208884,208884,1,0,5.758683648075533,1.2753697142453144,373
189577,189577,1,0,5.756716077182959,1.27364912708404,374
211905,211905,1,0,5.753879520499388,1.2711686355142586,375
41466,41466,1,0,5.75285115136375,1.2702693547114638,376
176460,176460,1,0,5.751594943646098,1.2691708352735913,377
86643,86643,1,0,5.748735340407201,1.2666701901188206,378
94305,94305,1,0,5.748374117564961,1.2663543105807251,379
8842,8842,1,0,5.729469751433458,1.2498229572350097,380
151364,151364,1,0,5.722150339055498,1.243422330445339,381
89864,89864,1,0,5.7173686299176785,1.239240856028061,382
74452,74452,1,0,5.715011150536249,1.237179304511943,383
45451,45451,1,0,5.708884934725023,1.231822095624695,384
5151,5151,1,0,5.696882191758431,1.2213260237797963,385
5280,5280,1,0,5.692951078248652,1.2178883720743536,386
101811,101811,1,0,5.690882915913894,1.2160798204363699,387
13962,13962,1,0,5.690831236836922,1.216034628490971,388
9868,9868,1,0,5.687666792544345,1.2132674081367143,389
224450,224450,1,0,5.683404100392621,1.2095397999390118,390
5341,5341,1,0,5.681885342186715,1.2082116872493887,391
188802,188802,1,0,5.679784782348676,1.2063748048770901,392
69809,69809,1,0,5.6764657516344394,1.2034724029070556,393
77156,77156,1,0,5.67547328425024,1.2026045172081554,394
104233,104233,1,0,5.673437107761673,1.200823936321572,395
181397,181397,1,0,5.671659814274317,1.199269741569199,396
52733,52733,1,0,5.669494952728325,1.19737662910447,397
145109,145109,1,0,5.6633518038940895,1.1920046127497494,398
206839,206839,1,0,5.663189019771904,1.191862262468116,399
6724,6724,1,0,5.66172653661814,1.1905833607790115,400
84952,84952,1,0,5.659544061716203,1.1886748459141863,401
97257,97257,1,0,5.657304940483645,1.186716795375923,402
157101,157101,1,0,5.6502577105867475,1.1805541847533985,403
78539,78539,1,0,5.646708143458524,1.1774501849676973,404
155981,155981,1,0,5.644066553209579,1.1751401862353343,405
25271,25271,1,0,5.636388046469106,1.1684255412051219,406
200839,200839,1,0,5.634908592828307,1.1671317992872745,407
4290,4290,1,0,5.633774817918247,1.16614034400534,408
117211,117211,1,0,5.63007156276113,1.1629019482238694,409
196249,196249,1,0,5.628940719031666,1.1619130561795388,410
144771,144771,1,0,5.628019831689317,1.1611077652778454,411
192590,192590,1,0,5.624307967064262,1.1578618407511314,412
173549,173549,1,0,5.6230386316845316,1.1567518415302858,413
95622,95622,1,0,5.622951874582905,1.1566759748076325,414
46107,46107,1,0,5.62088685666958,1.154870172880557,415
184756,184756,1,0,5.619523724265327,1.1536781507162088,416
4069,4069,1,0,5.616114694817176,1.150697047304367,417
207910,207910,1,0,5.615514578876349,1.1501722622575055,418
210812,210812,1,0,5.614445247448312,1.1492371610455643,419
179144,179144,1,0,5.613397032779843,1.1483205258647764,420
216198,216198,1,0,5.612882566708717,1.147870639296404,421
6595,6595,1,0,5.602687779655402,1.1389555756602938,422
134616,134616,1,0,5.599302983518784,1.1359956636194246,423
151509,151509,1,0,5.594936695473297,1.1321774636339286,424
158283,158283,1,0,5.594449693156376,1.1317515933706674,425
186728,186728,1,0,5.594169165536042,1.1315062796064967,426
110732,110732,1,0,5.593146917062334,1.1306123511558717,427
208584,208584,1,0,5.5910856070213235,1.1288097916621564,428
145189,145189,1,0,5.584830170094149,1.1233395824281833,429
48062,48062,1,0,5.580569465275474,1.11961371209911,430
77133,77133,1,0,5.578189932363669,1.1175328753712785,431
226759,226759,1,0,5.577628539034617,1.1170419521938533,432
69316,69316,1,0,5.575136746378864,1.1148629473771903,433
177041,177041,1,0,5.571528174448285,1.11170734949875,434
75115,75115,1,0,5.569977318962514,1.1103511686120129,435
164782,164782,1,0,5.569643005938409,1.1100588209770217,436
131435,131435,1,0,5.569545882308955,1.1099738890081028,437
199890,199890,1,0,5.565835001557898,1.1067288248524039,438
164233,164233,1,0,5.565558183680666,1.1064867551575461,439
99065,99065,1,0,5.563484677180609,1.1046735301925499,440
24166,24166,1,0,5.560183167778223,1.1017864501325578,441
97869,97869,1,0,5.558314188097258,1.1001520783008305,442
150567,150567,1,0,5.556694090996426,1.0987353475074295,443
147412,147412,1,0,5.5532884753959495,1.0957572294124076,444
210134,210134,1,0,5.5484759350984,1.0915487939855937,445
22493,22493,1,0,5.548097364921518,1.0912177446757858,446
119444,119444,1,0,5.54651819568935,1.0898368041889133,447
26927,26927,1,0,5.539813961758379,1.0839741341975342,448
92048,92048,1,0,5.535013944999775,1.0797766502644648,449
113559,113559,1,0,5.528916489113357,1.0744445911482214,450
203595,203595,1,0,5.526519545201277,1.0723485289748165,451
164224,164224,1,0,5.525328982721051,1.0713074145093082,452
181252,181252,1,0,5.521048313978432,1.0675640862724378,453
11864,11864,1,0,5.5198369588482485,1.0665047892008033,454
6707,6707,1,0,5.516292949633473,1.06340564965905,455
144469,144469,1,0,5.515591074572821,1.0627918790331816,456
210962,210962,1,0,5.5153232362201186,1.0625576616879786,457
208692,208692,1,0,5.506837648099412,1.0551372459705837,458
200875,200875,1,0,5.505438476955667,1.0539137089100186,459
83075,83075,1,0,5.503744027933438,1.052431959386236,460
154134,154134,1,0,5.50051924822138,1.049611977350801,461
81679,81679,1,0,5.495456688573073,1.0451849068107075,462
157881,157881,1,0,5.493748093004804,1.0436907865176759,463
219359,219359,1,0,5.493469141775438,1.043446851264476,464
135090,135090,1,0,5.492388498798226,1.0425018584108363,465
176820,176820,1,0,5.490888058734517,1.0411897644376928,466
157486,157486,1,0,5.488774160533884,1.0393412180305592,467
10221,10221,1,0,5.488148740292059,1.0387943050616049,468
193441,193441,1,0,5.4872648670138675,1.0380213819509874,469
10178,10178,1,0,5.484301693563292,1.035430167466706,470
99861,99861,1,0,5.483165377886046,1.0344364903530616,471
129130,129130,1,0,5.481244247152516,1.0327565138461332,472
172443,172443,1,0,5.4811489154719215,1.0326731488876904,473
173373,173373,1,0,5.48103269932337,1.0325715210307804,474
77849,77849,1,0,5.480451379002416,1.032063172241623,475
169162,169162,1,0,5.477335380169704,1.029338316122668,476
101438,101438,1,0,5.476604717058017,1.0286993711301755,477
60292,60292,1,0,5.474226957553028,1.0266200851983074,478
26495,26495,1,0,5.473550185178717,1.0260282661880047,479
193510,193510,1,0,5.472692152380215,1.0252779398731424,480
191304,191304,1,0,5.471453976051855,1.0241951883941438,481
89497,89497,1,0,5.469368419646708,1.0223714261153098,482
120740,120740,1,0,5.468782947391113,1.0218594465723818,483
45727,45727,1,0,5.4655886131791585,1.019066088297643,484
